content,label,num_words,num_unique_words,words_vs_unique
"hanoi univ sci, fac math mech & informat, 334 nguyen trai st, hanoi 1000, vietnam",9,15,14,87.5
"vnu hanoi univ sci, fac phys, 34 nguyen trai, thanh xuan, ha noi, vietnam",9,14,14,93.33333333333333
"can tho univ, coll econ, can tho, vietnam",4,8,7,77.77777777777779
"vietnam natl univ, cent inst nat resources & environm studies, hanoi, vietnam",9,12,11,84.61538461538461
"ho chi minh city univ technol hutech, cm thi lab, 475a dien bien phu st, ho chi minh city 700000, vietnam",0,21,17,77.27272727272727
"vnu univ sci, catalysis lab, fac chem, 19 le thanh tong, hanoi, vietnam",9,13,13,92.85714285714286
"vietnam natl univ, univ sci, fac math, ho chi minh city, vietnam",0,12,11,84.61538461538461
"hue univ med & pharm, carlo urbani ctr, hue, vietnam",7,10,10,90.9090909090909
"cuong, nx; minh, cv, vast, inst marine biochem, 18 hoang quoc viet, hanoi, vietnam",1,14,14,93.33333333333333
"hue univ, coll sci, 77 nguyen hue, hue city, vietnam",7,10,9,81.81818181818183
"ho chi minh univ technol, fac comp sci & engn, ho chi minh city, vietnam",0,15,12,75.0
"vnu univ sci, nano & energy ctr, room 503,5th floor,t2 bldg 334 nguyen trai st, hanoi, vietnam",9,17,17,94.44444444444444
"vietnam natl univ vnu, sch med & pharm, 144 xuan thuy, hanoi 100000, vietnam",9,14,13,86.66666666666667
"ho chi minh city univ technol, inorgan chem engn dept, ho chi minh city, vietnam",0,15,12,75.0
"duy tan univ, inst res & dev, 182 nguyen van linh, da nang city, vietnam",6,15,15,93.75
"can tho univ, 3-2 st, can tho city, vietnam",4,9,7,70.0
"vnu univ sci hus, 334 nguyen trai st, hanoi, vietnam",9,10,10,90.9090909090909
"vietnam natl univ hcmc, univ informat technol, dept math, ho chi minh city, vietnam",0,14,12,80.0
"hanoi univ sci & technol, sep, hanoi, vietnam",8,8,8,88.88888888888889
"vietnam natl univ ho chi minh city, univ sci, fac math & comp sci, 227 nguyen cu st,dist 5, ho chi minh city, vietnam",0,24,17,68.0
"vast, inst marine environm resources, 246 nang, haiphong, vietnam",1,9,9,90.0
"hanoi univ sci & technol, sch informat & commun technol, 1 dai co viet st, hanoi, vietnam",8,17,15,83.33333333333334
"vietnam acad sci & technol, ctr high technol dev, 18 hoang quoc viet st, hanoi, vietnam",1,16,15,88.23529411764706
"vietnam acad sci & technol, inst chem, dept analyt chem, hanoi, vietnam",1,12,10,76.92307692307693
"vnu univ engn & technol, fac engn phys & nanotechnol, hanoi, vietnam",9,12,10,76.92307692307693
"duy tan univ, inst res & dev, da nan, vietnam",6,10,10,90.9090909090909
"vietnam natl univ, dept engn mech & automat, hanoi, vietnam",9,10,9,81.81818181818183
"ton duc thang univ, fac pharm, hcmc, vietnam",5,8,8,88.88888888888889
"hanoi univ sci & technol, 1 dai co viet st, hanoi, vietnam",8,12,12,92.3076923076923
"hcm natl univ, ho chi minh city univ nat sci, fac biol, dept microbiol, bien hoa city, vietnam",0,18,18,94.73684210526315
"ton duc thang univ, fac informat technol, div knowledge & syst engn ict kse ict, hcm city, vietnam",5,18,18,94.73684210526315
"cantho univ, coll nat sci, cantho city, vietnam",4,8,7,77.77777777777779
"vietnam acad sci & technol, univ sci & technol hanoi, 18 hoang quoc viet, hanoi, vietnam",1,16,12,70.58823529411765
"hanoi univ sci & technol, sch informat & commun technol, hanoi, vietnam",8,12,10,76.92307692307693
"duy tan univ, inst res & dev, p809 7-25 quang trung, danang 550000, vietnam",6,14,14,93.33333333333333
"vietnam natl univ, vnu key lab micronanotechnol, 144 xuan thuy, hanoi, vietnam",9,12,11,84.61538461538461
"vietnam natl univ hanoi, univ engn & technol, 144 xuan thuy, hanoi 1000, vietnam",9,14,12,80.0
"hue univ, hue univ educ, dept chem, 34 le loi, hue city, vietnam",7,13,11,78.57142857142857
"hanoi natl univ, coll nat sci, dept phys 1, hanoi, vietnam",9,11,11,91.66666666666666
"vnu hanoi univ sci, dept chem, 19 le thanh tong st, hanoi, vietnam",9,13,13,92.85714285714286
"vietnam natl univ, univ econ & business, hanoi, vietnam",9,9,8,80.0
"vietnam natl museum nat, vietnam acad sci & technol, dept biol, 18 hoang quoc viet st, hanoi, vietnam",1,18,16,84.21052631578947
"vietnam natl univ, int univ, sch biotechnol, quarter 6, ho chi minh city 700000, vietnam",0,15,13,81.25
"vietnam acad sci & technol, inst phys, 10 dao tan,ba dinh, hanoi, vietnam",1,13,12,85.71428571428571
"hanoi univ sci & technol, 1st dai co viet st, hanoi, vietnam",8,12,12,92.3076923076923
"ho chi minh city univ technol, 268 ly thuong kiet, ho chi minh city, vietnam",0,15,12,75.0
"hanoi univ sci & technol, itims, hanoi, vietnam",8,8,8,88.88888888888889
"vietnam natl univ ho chi minh city, univ nat sci, dept math & comp sci, 227 nguyen van cu st,dist 5, ho chi minh city, vietnam",0,26,19,70.37037037037037
"vietnam acad sci & technol, grad univ sci & technol, c gi, n i, vietnam",1,15,11,68.75
"vnu univ engn & technol, cau giay, ha noi, vietnam",9,10,10,90.9090909090909
"vietnam natl univ ho chi minh city, univ sci, fac environm sci, 227 nguyen van cu st,dist 5, ho chi minh city, vietnam",0,23,16,66.66666666666666
"hanoi univ sci & technol, sch chem engn, 01 dai co viet, hanoi, vietnam",8,14,14,93.33333333333333
"duytan univ, ird, ctr mol biol, danang, vietnam",6,8,8,88.88888888888889
"ho chi minh city univ technol, key lab internal combust engine, ho chi minh city, vietnam",0,16,13,76.47058823529412
"vietnam natl univ ho chi minh city, inst technol, ho chi minh city, vietnam",0,14,9,60.0
"vietnam natl univ, dept math, 334 nguyen trai st, hanoi, vietnam",9,11,10,83.33333333333334
"ton duc thang univ, inst computat sci, div computat math & engn, fac math & stat, ho chi minh city, vietnam",5,21,18,81.81818181818183
"trung dsai hoc ngoai ngu di hoc quoc gia ha noi, p514 bldg b2, hanoi, vietnam",9,16,15,88.23529411764706
"vietnam natl univ, fac hydrol meteorol & oceanog, hanoi, vietnam",9,10,9,81.81818181818183
"ton duc thang univ, dept civil engn, ho chi minh city, vietnam",5,12,12,92.3076923076923
"vietnam acad sci & technol, inst nat prod chem, hanoi, vietnam",1,11,10,83.33333333333334
"vietnam acad sci & technol, inst chem technol, mac dinh chi st,dist 1, ho chi minh city, vietnam",1,18,15,78.94736842105263
"ton duc thang univ, fac accounting, 19 nguyen huu tho st,dist 7, ho chi minh city, vietnam",5,17,17,94.44444444444444
"vast, dept applicat & dev technol, hanoi, vietnam",1,8,8,88.88888888888889
"hanoi univ sci & technol, dept welding & met, hanoi, vietnam",8,11,10,83.33333333333334
"duy tan univ, 254 nguyen van linh rd, da nang, vietnam",6,11,11,91.66666666666666
"hanoi univ sci & technol, sch elect & telecommun, hanoi, vietnam",8,11,10,83.33333333333334
"hanoi univ sci hus vnu, dept math mech informat mim, 334 nguyen trai rd, hanoi, vietnam",9,16,16,94.11764705882352
"ton duc thang univ, fac civil engn, 19 nguyen huu tho, hcmc 700000, vietnam",5,14,14,93.33333333333333
"univ hue, hue city, thua thien hue, vietnam",7,8,7,77.77777777777779
"hanoi univ sci & technol, 1 dai co viet, hanoi 10000, vietnam",8,12,11,84.61538461538461
"vietnam natl univ hcmc, univ sci, dept optimizat & syst theory, 227 nguyen van cu,dist 5, ho chi minh city, vietnam",0,21,19,86.36363636363636
"vietnam natl univ, ctr innovat mat & architectures, div mol modeling, ho chi minh city, vietnam",0,16,15,88.23529411764706
"vietnam natl univ forestry, dept soil sci, hanoi, vietnam",2,9,8,80.0
"vietnamese acad sci & technol, inst environm technol, hanoi, vietnam",1,10,9,81.81818181818183
"vietnam natl univ ho chi minh, univ technol, fac environm & nat resources, dist 10, ho chi minh city, vietnam",0,20,16,76.19047619047619
"hue univ, coll med & pharm, hue 530000, vietnam",7,9,8,80.0
"viet nam natl univ hcmc, int univ, sch biotechnol, ho chi minh city 700000, vietnam",0,15,15,93.75
"vietnam natl univ hochiminh city, hochiminh city univ technol, computat phys lab, 268 ly thuong kiet st,dist 10, hochiminh city, vietnam",0,21,16,72.72727272727273
"ton duc thang univ, ceram & biomaterials res grp, ho chi minh city, vietnam",5,14,14,93.33333333333333
"hanoi univ sci & technol, sch chem engn, dept pharmaceut chem & pesticides technol, 1 dai co viet, hanoi, vietnam",8,20,17,80.95238095238095
"vietnam natl univ ho chi minh city, ctr water management & climate change, linh trung ward, it pk, ho chi minh city, vietnam",0,23,18,75.0
"hanoi univ sci & technol, sch appl math & informat, 1 dai co viet rd, hanoi, vietnam",8,17,16,88.88888888888889
"vietnam natl univ, 144 xuan thuy, hanoi, vietnam",9,8,7,77.77777777777779
"ha noi univ sci & technol, dept automat control, hanoi, vietnam",8,11,11,91.66666666666666
"hue univ, univ sci, fac environm sci, hue city, thua thien hue, vietnam",7,13,11,78.57142857142857
"vnu univ sci, nano & energy ctr, 334 nguyen trai, hanoi, vietnam",9,12,12,92.3076923076923
"hanoi univ sci & technol, adv inst sci & technol, nanooptoelect lab lanopel, hanoi 10000, vietnam",8,16,12,70.58823529411765
"univ sci & technol hanoi, vietnam acad sci & technol, dept acad mat sci & nanotechnol, 18 hoang quoc viet, cau giay, hanoi vn-122102, vietnam",1,25,19,73.07692307692307
"hue univ, coll med & pharm, thua thien hue, vietnam",7,10,10,90.9090909090909
"vietnam natl satellite ctr, vast, dept astrophys, 18 hoang quoc viet, hanoi, vietnam",1,13,12,85.71428571428571
"hanoi univ sci & technol, cnrs, int res inst mica, inp,umi 2954,grenoble, hanoi, vietnam",8,14,14,93.33333333333333
"vietnam acad sci & technol, inst marine geol & geophys, 18 hoang quoc viet, hanoi, vietnam",1,16,14,82.35294117647058
"vnu hanoi, hanoi univ sci, fac math mech & informat, hanoi, vietnam",9,12,11,84.61538461538461
"vietnam natl univ, univ sci, sedes ijl, dept ecol & evolutionary biol, 227 nguyen van cu st,dist 5, ho chi minh city, vietnam",0,23,22,91.66666666666666
"vietnam natl univ agr, fac vet med, hanoi, vietnam",3,9,8,80.0
"vietnam natl univ ho chi minh city, univ sci, fac environm sci, ho chi minh city, vietnam",0,17,10,55.55555555555556
"vietnam acad sci & technol, inst math, 18 hoang quoc viet rd, hanoi 10307, vietnam",1,15,14,87.5
"hue univ educ, biol dept, 34 le loi, hue, vietnam",7,10,10,90.9090909090909
"hanoi univ sci & technol hust, adv inst sci & technol aist, dept nanosci & nanotechnol, 1 dai co viet st, hanoi, vietnam",8,23,19,79.16666666666666
"vnuhcm univ sci, fac math & comp sci, dept mech, ho chi minh city, vietnam",0,15,14,87.5
"vnu univ sci hanoi vnu hus, fac chem, 19 le thanh tong, hanoi, vietnam",9,14,13,86.66666666666667
"hanoi univ sci, ctr environm fluid dynam, hanoi, vietnam",9,9,9,90.0
"vietnam natl univ, ctr nat resources & environm studies cres, hanoi 10000, vietnam",9,13,12,85.71428571428571
"ton duc thang univ, fac informat technol, ctr appl informat technol, ho chi minh city, vietnam",5,16,14,82.35294117647058
"hust, hanoi, vietnam",8,3,3,75.0
"hue univ, coll sci, 77 nguyen hue str, hue city, vietnam",7,11,9,75.0
"duy tan univ, fac civil engn, 25-k7 quang trung, da nang, vietnam",6,12,12,92.3076923076923
"ton duc thang univ, management sci & technol dev, ho chi minh city, vietnam",5,14,14,93.33333333333333
"vnu univ sci, nano & energy ctr, 334 nguyen trai st, hanoi, vietnam",9,13,13,92.85714285714286
"duy tan univ, fac civil engn, inst res & dev, p809-k7-25 quang trung, danang 550000, vietnam",6,16,16,94.11764705882352
"hue normal univ, dept math, 32 leloi st, hue city, vietnam",7,11,10,83.33333333333334
"hanoi univ sci & technol, itims, hanoi 10000, vietnam",8,9,8,80.0
"can tho univ, dept food technol, fac agr & appl biol, 3-2 st, can tho city, vietnam",4,17,15,83.33333333333334
"ton duc thang univ, fac environm & labour safety, sustainable management nat resources & environm, ho chi minh city, vietnam",5,20,19,90.47619047619048
"can tho univ technol, fac informat technol, can tho city, vietnam",4,11,8,66.66666666666666
"vietnam natl univ hcmc, univ sci, ho chi minh, vietnam",0,10,8,72.72727272727273
"vnu univ engn & technol, fac informat technol, 144 xuan thuy st, hanoi, vietnam",9,14,13,86.66666666666667
"ho chi minh city univ technol, mechatron dept, ho chi minh city, vietnam",0,13,10,71.42857142857143
"ton duc thang univ, fac social sci & humanities, ho chi minh city, vietnam",5,14,14,93.33333333333333
"vietnam natl univ ha noi vnu, ueb, vietnam inst econ & policy res vepr, hanoi, vietnam",9,16,14,82.35294117647058
"univ technol vietnam natl univ, fac environm & nat resources, ho chi minh city, vietnam",0,15,14,87.5
"vnu univ engn & tech, fac elect & telecom, hanoi, vietnam",9,11,10,83.33333333333334
"vnu univ sci, key lab geoenvironm & climate change response, 334 nguyen trai st, hanoi 10000, vietnam",9,17,17,94.44444444444444
"ton duc thang univ, fac informat technol, div knowledge & syst engn ict, kse ict, hcm city, vietnam",5,18,17,89.47368421052632
"hanoi univ sci & technol, sch biotechnol & food technol, 1 dai co viet, hanoi, vietnam",8,16,14,82.35294117647058
"cantho univ, ummisco ird, umi 209, dream team, can tho, vietnam",4,11,11,91.66666666666666
"vietnam acad sci & technol, inst phys, ctr computat phys, 10 dao tan, hanoi, vietnam",1,15,13,81.25
"vietnam acad sci & technol, inst math, 18 hoang quoc vict, hanoi 10307, vietnam",1,14,13,86.66666666666667
"ho chi minh city univ technol, fac chem engn, dist 10, ho chi minh city, vietnam",0,16,13,76.47058823529412
"vast, inst mech, 18 hoang quoc viet, hanoi, vietnam",1,9,9,90.0
"vietnam natl univ agr, hanoi 100000, vietnam",3,7,6,75.0
"vietnam natl univ, univ social sci & humanities, fac urban studies, ho chi minh city, vietnam",0,16,15,88.23529411764706
"vietnam natl univ, int sch is vnu, hanoi, vietnam",9,9,8,80.0
"hue univ, hue univ med & pharm, fac publ hlth, hue, vietnam",7,12,11,84.61538461538461
"ho chi minh city univ technol, vnu hcm, fac elect & elect engn, ho chi minh city, vietnam",0,18,14,73.68421052631578
"vietnam natl univ, univ sci, dept math, ho chi minh city, vietnam",0,12,11,84.61538461538461
"vietnam natl univ, int univ, dept biomed engn, tissue engn & regenerat med lab, ho chi minh city 700000, vietnam",0,20,18,85.71428571428571
"vietnam natl univ hcm city, univ sci, fac biol, dept microbiol, 227 nguyen van cu st,ward 4, hochiminh city, vietnam",0,20,17,80.95238095238095
"hue univ, hue univ med & pharm, 06 ngo quyen, hue city 530000, vietnam",7,14,12,80.0
"hanoi univ sci, dept phys, 334 nguyen trai, thanh xuan 10000, ha noi, vietnam",9,14,14,93.33333333333333
"vietnam natl univ, univ sci, fac chem, 227 nguyen van cu,dist 5, ho chi minh city, vietnam",0,17,16,88.88888888888889
"vietnam natl univ hanoi, vnu univ sci, dept biochem & plant physiol, fac biol, nguyen trai st, hanoi, vietnam",9,19,16,80.0
"int univ, sch elect engn, ho chi minh city, vietnam",0,10,10,90.9090909090909
"can tho univ, dept anim sci, coll agr & appl biol, campus 2,3-2 st, ninh kieu dist can tho c, vietnam",4,21,19,86.36363636363636
"ctr nat resources & environm studies, 19 le thanh tong st, hanoi, vietnam",9,13,13,92.85714285714286
"vietnam natl univ, univ econ & business, fac polit econ, hanoi, vietnam",9,12,11,84.61538461538461
"ho chi minh city univ technol, 268 ly thuong kiet,dist 10, ho chi minh city, vietnam",0,16,13,76.47058823529412
"vietnam acad sci & technol, inst appl mat sci, 1 mac dinh chi, ho chi minh city, vietnam",1,18,17,89.47368421052632
"vietnam acad sci & technol, dept marine bot, inst oceanog, 01 cau da, nha trang city, vietnam",1,17,16,88.88888888888889
"vietnam acad sci & technol, inst ecol & biol resources, dept bot, 18 hoang quoc viet, hanoi, vietnam",1,18,16,84.21052631578947
"can tho city gen hosp, dept gastroenterol, can tho, vietnam",4,10,9,81.81818181818183
"duy tan univ, inst res & dev, fac civil engn, p809 k7-25 quang trung, danang 550000, vietnam",6,17,17,94.44444444444444
"vietnam acad sci & technol, inst chem technol, 1 mac dinh chi str,dist 1, hcm city, vietnam",1,17,15,83.33333333333334
"vju, vnu hanoi, infrastruct engn program, my dinh 1, hanoi, vietnam",9,11,10,83.33333333333334
"vietnam acad sci & technol, inst trop biol, natl herbarium vietnam vnm, 85 tran quoc toan str,dist 3, ho chi minh city, vietnam",1,23,21,87.5
"can tho univ, grad sch, can tho, vietnam",4,8,7,77.77777777777779
"vietnam natl univ ho chi minh city, univ nat sci, dept math & comp sci, 227 nguyen cu str,dist 5, ho chi minh city, vietnam",0,25,18,69.23076923076923
"duy tan univ, inst res & dev, k 7-25 quang trung st, danang city, vietnam",6,15,15,93.75
"vietnam natl univ, 144 xuan thuy, hanoi 84437547978, vietnam",9,9,8,80.0
"hanoi univ sci & technol, 01 dai co viet, hanoi, vietnam",8,11,11,91.66666666666666
"vietnam natl univ, fac chem, hanoi univ sci, hanoi, vietnam",9,10,9,81.81818181818183
"vietnam acad sci & technol, inst chem technol, hochiminh city 700000, vietnam",1,12,10,76.92307692307693
"duy tan univ, inst res & dev, 03 quang trung, da nang, vietnam",6,13,13,92.85714285714286
"can tho univ, dept rural technol, campus 2, can tho city, vietnam",4,12,10,76.92307692307693
"ho chi minh city univ technol, dept aerosp engn, 268 ly thuong kiet st,dist 10, ho chi minh city, vietnam",0,20,17,80.95238095238095
"hcmc vietnam natl univ, hcmc univ technol, fac transportat engn, dept naval architecture & marine engn, ho chi minh city, vietnam",0,21,18,81.81818181818183
"natl univ hanoi, hanoi, vietnam",9,5,4,66.66666666666666
"vietnam natl univ, hanoi univ sci, hanoi, vietnam",9,8,7,77.77777777777779
"vnu, int univ, con engn, hanoi, vietnam",9,7,7,87.5
"can tho univ, dept mech engn, 3-2 st, can tho city, vietnam",4,12,10,76.92307692307693
"inst math hanoi vast, 18 hoang quoc viet, hanoi 10307, vietnam",1,11,10,83.33333333333334
"ton duc thang univ, fac appl sci, 19 nguyen huu tho st,tan phong ward,dist 7, ho chi minh city, vietnam",5,20,20,95.23809523809523
"vnu univ engn & technol, fac informat technol, dept networks & comp commun, bldg e3,144 xuan thuy, hanoi, vietnam",9,19,17,85.0
"vietnam natl univ, fac math mech & informat, hanoi, vietnam",9,10,9,81.81818181818183
"vietnam acad sci & technol, vietnam natl museum nat, dept biol, 18 hoang quoc viet st, hanoi, vietnam",1,18,16,84.21052631578947
"vast, southern inst ecol, ho chi minh city, vietnam",1,9,9,90.0
"vietnam natl univ, ho chi minh city univ technol, dept aerosp engn, ho chi minh city, vietnam",0,17,13,72.22222222222221
"ton duc thang univ, fac math & stat, ho chi minh city, vietnam",5,13,13,92.85714285714286
"vietnam natl univ, sch med, ho chi minh city, ho chi minh, vietnam",0,13,10,71.42857142857143
"hanoi unevers sci & technol, sch mat sci & engn, 1,dai co viet st, hanoi, vietnam",8,16,14,82.35294117647058
"vietnam acad sci & technol, so inst ecol, chi minh city, vietnam",1,12,11,84.61538461538461
"hanoi univ argriculture, hanoi, vietnam",3,5,5,83.33333333333334
"hue univ, univ sci, dept phys, 77 nguyen hue, hue, vietnam",7,11,10,83.33333333333334
"hust, sch elect & telecommun, hanoi, vietnam",8,7,7,87.5
"vast, vietnam natl satellite ctr, dept astrophys, 18 hoang quoc viet, hanoi 10000, vietnam",1,14,13,86.66666666666667
"huong, dt; dong, pv, vietnam acad sci & technol, inst phys, 10 dao tan, hanoi, vietnam",1,16,15,88.23529411764706
"hanoi natl univ, sch med & pharm, hanoi, vietnam",9,9,9,90.0
"univ nat sci, vnu, ctr mat sci, hanoi, vietnam",9,9,8,80.0
"vast, acp, 18 hoang quoc viet, hanoi, vietnam",1,8,8,88.88888888888889
"vietnam acad sci & technol, inst biotechnol, dept anim cell technol, 18 hoang quoc viet, hanoi, vietnam",1,17,15,83.33333333333334
"can tho univ, mekong delta dev res inst, can tho, vietnam",4,11,10,83.33333333333334
"ton duc thang univ, green proc bioremediat & alternat energies res gr, fac environm & labour safety, ho chi minh city, vietnam",5,22,21,91.30434782608695
"vietnam acad sci & technol, inst biotechnol, cau giay, ha noi, vietnam",1,12,11,84.61538461538461
"ton duc thang univ, fac environm & labour safety, ho chi minh city 756600, vietnam",5,15,15,93.75
"vietnam acad sci & technol, inst marine biochem, 18 hoang quoc viet rd, cau giay hanoi, vietnam",1,17,16,88.88888888888889
"vietnam acad sci & technol, inst mech, 264 doi can, hanoi, vietnam",1,12,11,84.61538461538461
"hue univ, coll educ, ctr theoret & computat phys, hue city, vietnam",7,12,11,84.61538461538461
"vietnam natl univ, sch med & pharm, 144 xuan thuy, hanoi, vietnam",9,12,11,84.61538461538461
"ton duc thang univ, computat chem res grp, ho chi minh city, vietnam",5,13,13,92.85714285714286
"vietnam natl univ, univ sci, fac informat technol, ho chi minh city, vietnam",0,13,12,85.71428571428571
"hanoi univ sci & technol, sch engn phys, hanoi 112400, vietnam",8,11,10,83.33333333333334
"duy tan univ, ctr mol biol, p402,k7-25 quang trung, danang, vietnam",6,11,11,91.66666666666666
"vietnam natl univ ho chi minh city, univ sci, dept genet, 227 nguyen van cu st,dist 5, ho chi minh city 748355, vietnam",0,23,18,75.0
"hanoi univ engn & technol uet, vnu, adv mat & struct lab, 144 xuan thuy cau giay, hanoi, vietnam",9,19,18,90.0
"vast, hcmc inst resources geog, ho chi minh city, vietnam",1,10,10,90.9090909090909
"vietnam natl univ, int sch vnu is, hanoi, vietnam",9,9,8,80.0
"duy tan univ, inst res & dev, ctr mol biol, k7-25 quang trung, danang, vietnam",6,15,15,93.75
"vietnam natl univ hcm, int univ, quarter 6,linh trung ward, ho chi minh city, vietnam",0,15,14,87.5
"hanoi univ sci & technol, aist, 1 dai co viet, hanoi, vietnam",8,12,12,92.3076923076923
"vietnam natl univ forestry, hanoi 10000, vietnam",2,7,6,75.0
"hanoi univ sci & technol, dept text technol, hanoi, vietnam",8,10,9,81.81818181818183
"viet nam natl univ hcmc, int univ, dept biomed engn, ho chi minh city 700000, vietnam",0,16,16,94.11764705882352
"vnu univ sci, fac chem, 19 le thanh tong, hanoi, vietnam",9,11,11,91.66666666666666
"hue univ, dept phys, coll educ, hue city, vietnam",7,9,8,80.0
"vietnam natl univ, hanoi univ sci, fac chem, dept analyt chem, 19 le thanh tong, hanoi, vietnam",9,17,15,83.33333333333334
"hue univ, dept math, coll educ, 34 le loi, hue, vietnam",7,11,11,91.66666666666666
"viet nam acad sci & technol, inst oceanog, hanoi, vietnam",1,10,10,90.9090909090909
"vietnam natl univ, int univ, sch business, linh trung ward, quarter 6, ho chi minh city, vietnam",0,17,15,83.33333333333334
"hanoi univ agr, dept plant genet & breeding, hanoi, vietnam",3,10,10,90.9090909090909
"ho chi minh city univ technol, dept biotechnol, fac chem engn, ho chi minh city, vietnam",0,16,13,76.47058823529412
"hue univ, hue univ med & pharm, inst community hlth res, hue, vietnam",7,13,12,85.71428571428571
"ton duc thang univ, fac elect & elect engn, inst computat sci incos, div computat mechatron, ho chi minh city, vietnam",5,21,19,86.36363636363636
"hue univ, fac hospitality & tourism, 22 lam hoang st, hue city, vietnam",7,13,12,85.71428571428571
"ton duc thang univ, green energy technol, ho chi minh city, vietnam",5,12,12,92.3076923076923
"hanoi univ sci & technol, khu tap the f361,phuong yen phu,quan tay ho nha 8, hanoi, vietnam",8,17,17,94.44444444444444
"vietnam acad sci & technol, nhatrang inst technol res & applicat, 02 hungvuong st, nhatrang city, vietnam",1,17,14,77.77777777777779
"hue univ, dept comp sci, 77 nguyen hue, hue, vietnam",7,10,9,81.81818181818183
"hue univ med & pharm, obstet & gynecol, hue, vietnam",7,10,9,81.81818181818183
"hanoi univ sci & technol, int training inst mat sci, dai co viet rd, hanoi, vietnam",8,16,16,94.11764705882352
"hue univ agr & forestry, fac engn & food technol, 102 phung hung, hue, vietnam",7,15,14,87.5
"vietnam acad sci & technol, inst ecol & biol resources, dept bot, hanoi 10307, vietnam",1,15,13,81.25
"vietnam acad sci & technol, inst chem, 18 hoangquocviet, hanoi, vietnam",1,11,10,83.33333333333334
"vietnam natl univ hanoi, univ engn & technol, hanoi, vietnam",9,10,7,63.63636363636363
"vietnam natl univ, uet, fet, hanoi, vnuh, vietnam",9,8,7,77.77777777777779
"vietnam adm forestry, hanoi, vietnam",2,5,4,66.66666666666666
"vnu univ engn & technol, falculty engn phys & nanotechnol, 144 xuan thuy, hanoi, vietnam",9,15,13,81.25
"can tho univ, dept informat syst, coll informat & commun, can tho, vietnam",4,13,11,78.57142857142857
"hue univ med & pharm, dept pediat, hue city, vietnam",7,10,9,81.81818181818183
"vietnam acad sci & technol, inst ecol & biol resources, 18 hoang quoc viet, hanoi, vietnam",1,16,14,82.35294117647058
"hanoi univ sci & technol, sch mat sci & technol, dept nonferrous met & composites, hanoi, vietnam",8,17,13,72.22222222222221
"vietnam natl univ, law course s1580107, linh trung ward, 6 quarter, ho chi minh city, vietnam",0,16,15,88.23529411764706
"vietnamese acad sci & technol, inst mat sci, lab mat & engn fibre opt, 18 hoang quoc viet, hanoi 10000, vietnam",1,21,19,86.36363636363636
"vietnamese acad sci, inst chem, 18 hoang quoc viet st, hanoi, vietnam",1,12,12,92.3076923076923
"vietnam natl univ, fac elect & telecommun, 144 xuan thuy st, hanoi, vietnam",9,13,12,85.71428571428571
"vietnam natl univ hcmc, int univ, dept math, ho chi minh, vietnam",0,12,11,84.61538461538461
"viet nam natl univ ho chi minh city, univ sci, 227 nguyen van cu st,ward 4,dist 5, ho chi minh city 700000, vietnam",0,23,19,79.16666666666666
"vietnam acad sci & technol, tay nguyen inst sci res, plant resources dept, da lat, vietnam",1,16,14,82.35294117647058
"hanoi univ sci & technol, sch mech engn, 01 dai co viet st, hanoi, vietnam",8,15,15,93.75
"univ engn & technol, dept informat technol, hanoi, vietnam",9,9,8,80.0
"ton duc thang univ, fac sci appl, 19 nguyen huu tho st,tan phong ward,dist 7, ho chi minh city 700000, vietnam",5,21,21,95.45454545454545
"can tho univ, dept mech engn, 3-2 st, cantho city, vietnam",4,11,11,91.66666666666666
"ton duc thang univ, tan phong ward, nguyen huu st 19,dist 7, ho chi minh city, vietnam",5,17,17,94.44444444444444
"hanoi univ sci, vietnam natl univ, dept meteorol, hanoi, vietnam",9,10,9,81.81818181818183
"univ sci, dept comp sci, hanoi, vietnam",9,7,6,75.0
"hanoi univ sci, fac math mech & informat, 334 nguyen trai, hanoi, vietnam",9,13,13,92.85714285714286
"vnu univ sci, hanoi 120036, vietnam",9,6,6,85.71428571428571
"vietnam natl univ sci, fac biol, hanoi, vietnam",9,8,7,77.77777777777779
"can tho univ, coll agr & appl biol, soil sci dept, can tho, vietnam",4,14,13,86.66666666666667
"vietnam natl univ hochiminh city, fac chem, univ sci, 227 nguyen van cu,dist 5, hochiminh city, vietnam",0,17,13,72.22222222222221
"ton duc thang univ, fac elect & elect engn, ho chi minh city 700000, vietnam",5,15,14,87.5
"hue univ, coll agr & forestry, hue city, vietnam",7,9,8,80.0
"natl univ ho chi minh city, univ sci, dept organ chem, ho chi minh city, vietnam",0,16,11,64.70588235294117
"ton duc thang univ, div knowledge & syst engn ict, fac informat technol, ho chi minh city, vietnam",5,18,18,94.73684210526315
"hanoi univ sci & technol, sch mat sci & engn, 1 dai co viet rd, hanoi, vietnam",8,17,15,83.33333333333334
"vietnam natl univ, vnu univ sci, fac phys, hanoi 120000, vietnam",9,11,10,83.33333333333334
"ton duc thang univ, fac elect & elect engn, modeling evolutionary algorithms simulat & artifi, 19 nguyen huu tho st, ho chi minh city 700000, vietnam",5,26,24,88.88888888888889
"hue univ, coll educ, ctr theoret & computat phys, 34 loi st, hue city, vietnam",7,15,14,87.5
"vast, inst math, optimizat & control dept, hanoi, vietnam",1,9,9,90.0
"hue univ, univ educ, dept phys, hue, vietnam",7,8,8,88.88888888888889
